"Soaring jkt", "Made for aerial pursuits, the Soaring Jacket combines spring-weight utility with a gonzo, sky s-the-limit approach. It s made from lightweight 100% organic cotton ripstop, with a handsome stand-up collar and buttoned placket that hides the full zip. Two drop-in button-through cargo chest pockets and two roomy handwarmer pockets provide ample stash space, and the internal pocket bears signature soaring bird art by Jason Stowell. Recyclable through the Common Threads Recycling Program. Details: Lightweight 100% organic cotton ripstop Stand-up collar, buttoned placket Full zip Two drop-in button-through cargo chest pockets Two roomy handwarmer pockets Internal drop-in pocket has screen print of soaring bird art by Jason Stowell Fabric: 5.5-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Sonar so no t-shirt", "Ear-splitting sonar threatens the survival of whales and dolphins that rely on sound to maintain their way of life. The Sonar So No T-Shirt features the humorous artwork of Jason Stowell, and carries an inside message about the importance of declaring vital marine habitats off-limits to intensive sonar training (go to nrdc.org for more info). Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Special edition pataloha shirt", "This year s Special Edition Pataloha shirt artfully depicts surf and climbing spots around the globe. Made with coconut buttons and a beautiful but pragmatic machine-washable blend of 55% organic cotton and 45% Tencel, this limited-run classic drapes smoothly and screams Mahalo. Recyclable through the Common Threads Recycling Program. Details: Machine-washable blend of organic cotton and Tencel drapes smoothly Coconut buttons Fabric: 3-oz 55% organic cotton  45% Tencel. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Squid t-shirt", "Artist Tim Tompkinson s original work renders the Squid T-Shirt into a coat of arms. Printed on ringspun organic cotton (100%), the lightweight shirt is printed with PVC- and phthalate-free inks that are less harmful to the environment. Taped shoulder seams provide a no-chafe fit. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Stormfront pack", "Wade a little too deep? Take one over the bow? Twelve hours of horizontal downpour? No problema. Whatever you need to keep dry, is. As long as it s safely inside the Stormfront Pack. This ultra-simple waterproof pack is now made with an even tougher, 840-denier double polyurethane-coated nylon fabric and features a revolutionary easy-to-use waterproof zipper and internal, custom-fit padded gear case with hook-and-loop dividers. It s comfortably supported by a removable shoulder-strap harness and 3D spacer-mesh back panel. Take the harness off and you have the perfect dry boat bag. An glued in zippered mesh pocket keeps valuables organized and extra dry, while the external mesh pocket holds your hydration reservoir. The harness system includes tool attachment and storage capabilities plus, as an added bonus, it s compatible with the vest portion of our Pack Vest. Details: Waterproof  corrosion-proof main zipper; zipper relocated to create a panel opening; waterproof welded pod Internal custom-fit padded gear case has hook-and-loop dividers Detachable harness transforms Stormfront Pack into a drybag Stormfront pack harness has some crossover functionality with our Pack Vest External mesh hydration reservoir pocket Internal zippered mesh pocket 3-D spacer-mesh back panel wicks moisture, dries quickly and allows air circulation Fabric: 840-denier nylon double-coat with a polyurethane film. Padded gear case: 200-denier polyester. Harness pack: 3D spacer mesh Weight:  Made in China."
"Stretch polo", "Core to the nomadic lifestyle, our Stretch Polo is stuffable, sink-washable and quick-drying. Throw this polo shirt in a duffel, wear it at the crag or pair it with khakis for dinner. The plaited fabric combination of 55% organic cotton  35% polyester  10% spandex has a soft, indulgent exterior with a moisture-managing interior that keeps you dry. The supple collar protects your neck from determined gearslings. Recyclable through the Common Threads Recycling Program. Details: Plaited fabric has a soft cotton exterior with polyester on the inside to wick moisture away from skin Fabric: 5.7-oz 55% organic cotton  35% polyester  10% spandex. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Stretch wading belt", "This is the belt that comes with all Patagonia Waders, made from 1 1  2 wide elasticized polyester, and now featuring the low-profile Duraflex Stealth-V buckle for quick release, smooth function and easy adjustment. This belt accommodates multiple tool holsters and works on any waders. The Patagonia label also doubles as an accessory loop. Details: 1 1  2 wide polyester elastic Quick-release DuraFlex Stealth-V buckle provides smooth function and an easy, adjustable fit Patagonia label doubles as an accessory loop Fabric: 100% stretch polyester Weight:  Made in China."
"Sub divider", "Just as tough and water resistant as the Great Divider, the Sub is a compact, soft-sided boat chest that protects, hauls and organizes vital gear. Reels, fly boxes, phone, flares or lunch all reside safely within its protective custody when water-borne chaos rains down. Made from 840-denier double-polyurethane-coated nylon and patented molded top and bottom pans for waterproof protection even in standing water (up to the zipper). Welded seams eliminate leakage. Shock-absorbing high-density foam gives the bag shape. Inside, an adjustable foam divider, floating transparent panel and removable end pocket provide flexible organization. Access is through a highly water-resistant zipper with t-grip. Single, adjustable, removable, padded shoulder strap makes hauling easy. Insides can be removed and bag can be packed flat inside your luggage, then easily assembled when you reach your destination. Details: Durable, waterproof, coated nylon exterior repels water; pliable, resilient high-density foam main compartment gives bag shape and protects contents Patented molded top and bottom pan repels standing water and grips slippery surfaces; transparent floating interior panel (on the inside lid) has zippered pockets on both sides Foam divider (with hook-and-loop attachments) can be arranged in any configuration One interior, zippered, transparent, removable end pocket Strap attachments and seams are welded to eliminate leakage Highly water-resistant zipper with t-grip Single, adjustable, removable, padded shoulder strap Fabric: Body: 840-denier nylon double-coat with polyurethane coating. Top and bottom: Patented, molded, one piece TPU Weight:  Made in China."
"Surf brim", "Whether you re paddling back out or waiting on the next set, our Surf Brim keeps your cranium cool and your eyes shaded. It is a quick-drying, secure hat with full-coverage protection. The 360-degree floatable foam brim shades vulnerable skin and allows clean duck dives; the dark underside reduces glare. Fast-drying 100% nylon with a DWR (durable water repellent) finish and two drain holes shed water. Stay-put details include a soft neoprene headband, a tuck-away chin strap and an adjustable rear buckle. Details: Made from soft, fast-drying, easy-care nylon; sun-blocking foam brim holds its shape Stiffer brim in front where you need it; still allows for clean duck dives Neoprene headband provides a secure fit; soft neoprene chin strap tucks away when not in use Dark underbill reduces glare; two vent  drain holes reduce water and heat build-up Adjustable rear buckle with elastic for snug fit Fabric: Shell and underbill: 4.3-oz 100% nylon with a DWR (durable water repellent) finish. Chin strap and headband: 1-mm neoprene Weight:  Made in China."
"Surf sneaker", "The footwear of choice for chasing the beach blitz, poling canoes or in some cases, sprucing up for a wedding. The Surf Sneaker employs the same tried-and-true cupped midsole and tough outsole as the Marlwalker, but has a softer flex pattern for more give on boat decks and shore breaks. Light, comfortable and fast-drying, this style offers just the right amount of support and protection without weighing you down. Our high-filtration mesh uses 100% recycled polyester. Colors selected for optimal camouflage. Nonmarking sole and wide last. Details: Tough, durable, quick-drying synthetic leather won t fade in the sun; Neoprene collar and high-filtration mesh keeps out sand and silt; and drains quickly Molded rubber cupsole, EVA midsole and padded gel insole with arch support; softer midsole flex pattern for stability on rocking boat decks or rugged shore breaks Wide last accommodates Lightweight Capilene Socks or Insulator Socks with Gravel Guard Sturdy rubber toe-box and molded heel counter protects against impact and sharp coral Padded ankle support with open laces and one top speed-lace hook High-traction rubber sole is nonmarking and sheds mud Camouflage colors Fabric: Lightweight, high-filtration all-recycled polyester mesh with synthetic leather upper and neoprene  spandex in tongue and collar. Molded, full-length cupped rubber outsole with interior EVA midsole Weight:  Made in China."
"Tech web belt", "This one s for the big jobs: hoisting heavy work pants, resisting migration under a hipbelt and most importantly, keeping everything in place during animated air-guitar routines. The belt s aluminum buckle is lightweight and strong and cinches tight for a reliable hitch; it s also handy as a bottle opener at the end of a hot day. The 1 1  2 nylon webbing endures abuse and dries quickly. Details: Quick-dry nylon webbing doubles as emergency lash strap Forged aluminum buckle is lightweight and strong; notched for prying the top off a cold one Fabric: 1 1  2 nylon webbing Weight: 127 g  Made in Philippines."
"Text logo t-shirt", "The Text Logo T-Shirt tells the classic story with one word. Printed on pure, 100% organic cotton with PVC- and phthalate-free inks, the shirt is ringspun for softness. Durable, taped shoulder seams minimize chafing. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"The more you know t-shirt", "Inspired by Thoreau s immortal words, Yvon Chouinard s mantra of the more you know the less you need is simply stated through the original artwork of Geoff McFetridge. The More You Know T-Shirt is printed on organic cotton (100%) using PVC- and phthalate-free inks. Durable, taped shoulder seams and ringspun fabric yarns are soft next-to-skin. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Three trees shirt", "A summertime staple for airy crags and lofty topouts. The lightweight 100% organic cotton ripstop fabric adds durability for coarse climbs; it has a progressive-minded look with an ultrasoft feel. A shoulder yoke design keeps seams away from gear sling pressure points, and the drop-tail hem stays put under a harness. Three trees are embroidered on the backside of the left shoulder. Recyclable through the Common Threads Recycling Program. Details: Soft, lightweight breathable organic cotton ripstop Drop-in chest pockets Unique embroidery of trees on back left shoulder along yoke Drop-tail hem Fabric: 3.7-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling Program Weight: 192 g  Made in Thailand."
"Torrentshell pants", "They re lightweight, waterproof and breathable: Our new Torrentshell Pants keep you singing in the rain when the thunderstorms boom. The simple pull-on style has an elastic drawcorded waistband, articulated knees and three zippered pockets (two handwarmer, one back hip). The zippered lower legs have adjustable hook-and-loop cuffs, and the pants stuff into the back pocket (with carabiner clip-in loop). Details: 2.5-layer fabric with waterproof  breathable H2No barrier and Deluge DWR (durable water repellent) finish Elasticized self-fabric waistband with internal drawcord - pulls on for easy use Pockets: secure zippered handwarmers, secure zippered back"
"Travel belt", "The traveler s ace keeps your pants adhered and your valuables securely hidden. Made from fast-drying, heavy duty webbing with a zippered, 19-inch stealth pocket to hold your cash, key and a love note from home. With a no-slip anodized buckle that turns your belt into an emergency lashing strap. Details: Quick-dry nylon webbing doubles as emergency lash strap Forged aluminum buckle is lightweight and strong Anodized, anticorrosive finish on buckle Fabric: 1&#189; nylon webbing Weight:  Made in Philippines."
"Traverse jkt", "Training routine number 47: bicycle to the Indian Peaks; run as much as you can to Pawnee Pass; scramble up Shoshoni Peak; return and ride home; soak in hot tub; start planning number 48. Our lightweight and highly breathable Traverse keeps stride the entire way. The fast-drying 93% all-recycled polyester  7% spandex fabric with 4-way stretch has a Deluge DWR (durable water repellent) finish to protect against wet weather. Jacket features include: a mesh-lined, zip-through stand-up collar with zipper garage, a full-front zip with wind flap; elastic banded cuffs; a drawcord waist and hem; and a slight drop tail. With two zippered handwarmer pockets and a zippered pocket on the left bicep that has an MP3 cord pass-through. Reflective logos (front and back) and graphics at the cuffs keep you visible. Recyclable through the Common Threads Recycling Program. Details: Fast drying stretch-woven polyester soft shell is durable and delivers 4-way mechanical stretch Deluge DWR (durable water repellent) finish Mesh-lined zip-through stand-up collar Full zip with wind flap and zipper garage Zippered handwarmer pockets and a zip pocket at left bicep with interior MP3 cord pass-through Elastic banded cuffs; drawcord waist and hem Slight drop tail; Reflective logos and graphics at cuffs front and back Fabric: 4.7-oz 70-denier 93% all-recycled polyester  7% spandex with 4-way mechanical stretch and Deluge DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program Weight:  Made in Vietnam."
"Trout silhouette t-shirt", "The simplicity of the Silhouette T-Shirt embodies the trout s need for purity: only clean, cold water will do. The tee s printed on a canvas of 100% organic cotton fabric that s ringspun for softness, and has taped shoulder seams and double stitching at sleeves and hem for added durability. Coverstitching at neck and armholes lend a clean finish. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Trucker hat", "For big rigs or big hair, this is a classic road-tripping hat with lots of volume. Its retro styling features a fabric blend of 47% organic cotton  28% nylon  25% polyester mesh for a cool, ventilated and skin-savvy fit. The generous front bill is precurved; with adjustable tabs in back. Details: Made from organic cotton canvas and polyester mesh for all-day comfort Shapeable bill for sun protection Adjustable tabs in back customize fit Large volume accommodates big hair Fabric: Front crown: 10-oz 100% organic cotton canvas. Back crown: 100% polyester mesh Weight: 85 g  Made in China."
"Twenty-three s board shorts", "Stay covered in our water-tested Wavefarer board short design, with a longer 23 outseam. To prevent wax rash and rail rub, the Twenty-Threes are made from smooth, quick-drying, DWR-treated 100% nylon, with a forward inseam that won t chafe. A flat-lying, single-button gusseted fly and secure tie entry ensure they won t come off in the spin cycle, while an easy-access, self-draining side zip pocket with key loop keeps your stash intact. Inseam (size 32) is 12 . Recyclable through the Common Threads Recycling Program. Details: Recyclable, lightweight nylon with a DWR (durable water repellent) finish; flat-lying single-button fly and 3-piece, self-lined waistband contours to hip line Horizontal self-draining side-seam zip pocket with a secure zip, and internal key loop Forward inseam at crotch eliminates chafing Hem hits below the knee Lower rise Inseam is 12 ; outseam is 21 Now available in size 29 Fabric: 4.3-oz 100% nylon with DWR finish. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Ultra shorts", "Our ever-popular long-cut, quick-drying Ultra Shorts use lightweight 50-denier polyester ripstop with a wicking finish to stay cool and comfortable, mile after mile. Pockets: two front drop-ins, two large back drop-ins - one with stitched compartments to keep energy gels secure"
"Ulw hiking crew socks", "The heat along the Boucher Trail can shut you down fast. These airy hikers, with their dynamic fabric blend of 75% chlorine-free merino wool  21% nylon  4% spandex, manage the moisture from miles of hardpan and preserve a cool airflow so you can keep up the pace. A lightweight looped construction throughout the footbed cushions bruising terrain and an open knit weave over the arch vents excess heat. Our Looped Lintoe construction creates an ultra-flat, toe-friendly seam. Details: Wool blend strategically knit to balance wicking performance, cushioning and durability Ultra-lightweight looped construction on footbed provides maximum cushioning with least bulk Felted wool yarns are chlorine-free, itch-free and offer long-term stability and performance Open knit construction on top of foot vents excess heat and helps to moderate foot temperature Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort Fabric: 75% chlorine-free merino wool  21% nylon  4% spandex Weight:  Made in USA."
"Velocity cap", "When you re running the parched, open slopes of Black Mountain, our Velocity Cap keeps your head in a current of cool air. It has built-in breathability through its mesh panels and a wispy crown made from 100% polyester to deflect heat. The 5-panel design allows a close fit that customizes via a low-profile elastic and buckle closure. A wicking Coolmax headband keeps sweat out of your eyes and a dark underbill shades them from glare. Details: Adjustable rear buckle with elastic for snug fit Coolmax headband to wick moisture Dark underbill reduces glare Sanded fabric is soft against skin Fabric: 3.2-oz 100% polyester Weight:  Made in China."
"Watermaster hip highs", "Originally made for Midwest spring creek aficionados, the Watermaster Hip Highs are finding fans among backcountry trekkers, jetty scramblers, skinny water paddlers and other minimalist anglers. Rest assured, these are not your grandpa s floppy rubber hip boots, either. The Watermasters are made from our proprietary waterproof  breathable polyester microfiber fabric with H2No Hydrostorm barrier for durable, sweat-free performance. Quick-release buckle hip adjustments, top hem drawcord and gripper elastic strip provide secure, flop-free upper leg fit. Down below, specifically designed left and right neoprene booties and built-in fabric gravel guards with abrasion resistant scuff zones keep feet protected and comfortable. Details: Specifically designed left and right legs and booties Quick-release buckle hip adjustments Top hem drawcord and gripper elastic strip for secure upper leg fit Built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones 1 1  4 gripper elastic gravel guard cuffs Concealed stainless steel, locking boot hooks secure cuff to boot and avoid line catch; Stretch Wading Belt with a quick-release DuraFlex Stealth-V buckle provides smooth function and an easy adjustable fit Fabric: Legs: 3-layer, 7-oz polyester microfiber with proprietary H2No Hydrostorm waterproof  breathable barrier and Deluge DWR (durable water repellent finish). Gravel guards: 6.35-oz polyester microfiber double weave. Booties: 3-mm neoprene with abrasion-resistant fabric soles Weight:  Made in China."
"World according to bikers t-shir", "Our health and the health of the planet cycle around interconnectedness. Featuring original work by the art team Heads of State, the World According to Bikers T-Shirt is printed on organic (100%) cotton. The V-neck shirt features an inside message about the movement to create a complete, interconnected transportation network for cyclists (bikeleague.org for more info). Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"World trout t-shirt", "James Prosek recreates the view from above, mimicking the energy of the fish with unique line art. Five dollars from the sale of each shirt will benefit World Trout, an organization that supports conservation efforts and identifies and protects native fish. Learn more about Patagonia s fly fishing line and World Trout at www.patagonia.com  fishing. Made from 100% organic cotton, the tee is recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Watermaster waders - long", "Blackberries, barbwire, basalt...the fact is, we ask a lot of our waders"
"Watermaster waders - short", "Blackberries, barbwire, basalt...the fact is, we ask a lot of our waders"
"Active hipster", "While the perfect life might be nomadic, the perfect underwear should stay put. Low-riding Active Hipsters have an extra-wide waistband and newly redesigned single-sided leg binding that won t wander or restrict. Ultra-soft and pliable, the fabric manages moisture and breathes, keeping you comfortable and dry. Solids and prints: 4.6-oz 96% nylon  4% spandex. Stripes: 5.6-oz 93% polyester (58% recycled)  7% spandex. Details: Solids and prints made of smooth, stretchy nylon; stripes made of soft, stretchy polyester, both wick moisture Comfy, extra-wide waistband lies flat, won t roll or bind, breathable mini-rib crotch, soft, single-sided binding at leg openings won t chafe or creep Fabric: Solids and prints: 4.6-oz 96% nylon  4% spandex. Stripes: 5.6-oz 93% polyester (58% recycled)  7% spandex. All with moisture-wicking performance Weight: 42 g  Made in Israel."
"Active mesh bra", "Despite its inability to act as a belay slave, our Active Mesh Bra makes a perfect climbing partner. The body-conforming fabric provides fluid support and wicks moisture, while the seamless construction eliminates chafing. Comfortable nonslip straps won t dig into skin; they contour to a flattering V in back for unobstructed movement. The full-coverage design can go solo, or partner with layers. Made from 95% nylon mesh  5% spandex. Details: Stretchy, body-conforming nylon  spandex blend is ultradurable, supportive and wicks moisture to keep skin dry Seamless construction Comfortable, nonslip straps meet V-style in back Fabric: 8.1-oz 95% nylon mesh  5% spandex with moisture-wicking performance Weight:  Made in Israel."
"All-out capris", "Jam a pair of these highly compressible capris into your pack for hot-weather comfort in high places. Made from a moisture-wicking blend of 88% polyester  12%spandex, the 4-way stretch fabric has amazing give and rough-rock fortitude. The straight legs are cut with a slight flare at the cuff and feature two front drop-in pockets and a single stealth right thigh pocket. The harness-compatible, low-rise waist now secures with a drawcord and a zip fly with snap closure. Includes rear darts for shape and an improved custom fit. Inseam (size 8) is 22 . Details: Features a blend of polyester and spandex for total mobility, a light drape, fast dry time and abrasion resistance; fabric is lightweight and cool Clean, low-profile waist with zip fly and snap closure Straight leg with stash pocket on right thigh Front drop-in pockets Low rise Inseam (size 8) is 22 Fabric: 4.6-oz 88% polyester  12% spandex, with 4-way stretch Weight:  Made in Vietnam."
"All weather training top", "Whether you re hitting your stride on Ojai s Pratt Trail or finding your chi in the yoga studio, sometimes a quick escape is all you need. This simplified and functional multisport training top stretches, breathes, and features wider straps for pack-wearing comfort and a full-coverage back for underlayer compatibility. The updated lighter fabric (88% polyester  12% spandex) is supple, durable and stretchy, the offset shoulder seams reduce chafe, and the asymmetrical side seams do the same under a waist belt or climbing harness. A revised, simple V-shaped neck helps keep you cool, while a reflective heat-transfer logo keeps you visible. Details: Supple, durable, stretchy knit fabric that s highly breathable Offset shoulder seams to reduce chafe Wide straps and v-neck front with full coverage back for compatibility with undergarments Asymmetrical side seams work well beneath harnesses and packs Reflective heat-transfer logo Fabric: 5.6-oz 88% polyester  12% spandex Weight:  Made in Vietnam."
"Alpine guide pants", "Skin in, climb ice, switch to rock, traverse a knife-edge ridge and boogie back down - these durable, weather-resistant and breathable soft-shell pants keep stride on every mountain endeavor. The midweight stretch-woven polyester won t restrict your moves, and the brushed interior maintains next-to-skin comfort. A 2-way zippered fly keeps things easy with a harness on, and the gusseted, zippered cuffs have 2-position snaps and tie-down loops. With water-resistant zippered pockets: two front, two thigh, one back hip. Recyclable through the Common Threads Recycling Program. Details: Durable stretch-woven polyester is water- and wind-resistant and highly breathable Brushed interior for next-to-skin comfort Waistband has elastic on back and belt loops; zippered fly External pockets: two front slash, two glued-on thigh; all with DWR (durable water repellent) treated zippers Gusseted, adjustable cuffs have two positions and tie-down loops Fabric: 7.6-oz 90-denier 92% polyester (47% recycled)  8% spandex with Deluge DWR finish. Recyclable through the Common Threads Recycling Program Weight:  Made in Vietnam."
"Aravis hoody", "The Lochsa River season ushers in snowmelt wavetrains and ice cream headaches. Warm up at the take-out with the Aravis Hoody - a cozy full-zip hooded cardigan made from exceptionally soft, brushed polyester. It has a shaped fit, Capilene-trimmed edges and a fitted hood. Pockets: two zippered handwarmers, a left-sleeve security and interior drop-ins. Recyclable through the Common Threads Recycling Program. Details: Made from cozy soft polyester fleece Updated hood styling Full front zipper Capilene 3 fabric trims hood, pockets, cuffs and hem Hooded for added warmth Zippered handwarmer pockets; zippered sleeve security pocket; interior drop-in pockets Fabric: 5.9-oz 100% polyester brushed double-sided fleece. Recyclable through the Common Threads Recycling Program Weight: 340 g  Made in Vietnam."
"Aravis jkt", "The highly adaptable Aravis Jacket eases the transition from icy hibernation to full-fledged charging. The lightweight jacket s dense, double-sided polyester fleece fabric (100%) is brushed for softness; Capilene 3 fabric trims the neck, pockets, cuffs and hem lending a clean style. Full front zipper and stand-up collar preserve warmth. Zippered handwarmer pockets shield chilled paws; interior drop-in pockets and zippered sleeve security pocket stash keys and snacks. Recyclable through the Common Threads Recycling Program. Details: Made of cozy soft polyester fleece Full front zipper with stand up collar for warmth Capilene 3 fabric trims neck, pockets, cuffs and hem Zippered handwarmer pockets; zippered sleeve security pocket; interior drop-in pockets Fabric: 5.9-oz 100% polyester brushed double-sided fleece. Recyclable through the Common Threads Recycling Program Weight:  Made in Vietnam."
"Astrid tank", "Conjure up Cardiff s shouldery waves with the Astrid Tank. The unbelievably soft, strappy tank has a flattering scoop neck and is made from our lightest weight organic cotton (55%)  Tencel jersey (45%) fabric blend. Feminine neck gathers and a wide-banded hem at the hip lend a flattering, drapy fit. Recyclable through the Common Threads Recycling Program. Details: Our lightest weight organic cotton and Tencel blend Strappy tank with flattering scoop neck Gathers at neck for fit and drape Wide-banded hem Hip length Fabric: 4-oz 55% organic cotton  45% Tencel jersey. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Bandha dress", "Boulder in this dress. Get married in it. Carry it in your pack through the Pyren?es for unscheduled romantic opportunities. Light, sleeveless, sexy and fully mobile, the Bandha s V-neck drops into a knotted bodice with a high waist and an A-line drape. Made from fabric (92% nylon  8% spandex) originally developed for climbing tights, the dress has enough resiliency and shape retention to shake off wrinkles and dust. Below-knee length; 46 from shoulder to hem (size M). Recyclable through the Common Threads Recycling Program. Details: Stretchy and soft synthetic jersey knit; excellent shape retention; wicks moisture; brushed interior V-neck with center-front twist; sleeveless A-line for mobility Hemline falls below the knee Fabric: 6-oz 92% nylon  8% spandex smooth-faced jersey knit with moisture-wicking performance. Recyclable through the Common Threads Recycling Program Weight: 289 g  Made in Mexico."
"Bandha top", "This versatile top combines a striking French twist with soft, stretchy fabric. And it s sleeveless, for full arm mobility without sacrificing shoulder coverage. A flattering V-neck vents excess heat. Made from 92% nylon  8% spandex smooth-faced knit, with moisture-wicking performance. Recyclable through the Common Threads Recycling Program. Details: Ultra-stretchy, soft fabric offers excellent shape retention, wicks moisture and dries fast V-neck design with center-front twist is flattering Sleeveless for ultimate mobility without sacrificing shoulder coverage Hip length Fabric: 6-oz 92% nylon  8% spandex smooth-faced jersey knit with moisture-wicking performance. Recyclable through the Common Threads Recycling Program Weight: 133 g  Made in Mexico."
"Barely bikini", "Better than going commando, our petal-soft Barely Bikini wicks moisture and breathes to keep you comfortable with a feminine lace-like texture and seamless construction for ultimate comfort. Low-rise with the least coverage of our bottoms, this bikini style minimizes panty lines and single-ply elastic binding is featherweight and won t chafe. Made from a blend of 94% polyester (73% recycled)  6% spandex. Pairs with our Barely Bra and Barely Everyday Bra. Recyclable through the Common Threads Recycling Program. Details: Petal-soft and featherweight recycled-polyester  spandex blend manages moisture and breathes to keep you cool Seamless construction Lace-like texture is integral to fabric Pairs with our Women s Barely Bra and Women s Barely Everyday Bra Fabric: 4.6-oz 94% polyester (73% recycled)  6% spandex, with a moisture-wicking finish. Recyclable through the Common Threads Recycling Program Weight:  Made in Israel."
"Better sweater jkt", "The Better Sweater Jacket has all the lightweight, moisture-wicking warmth of a high-performance fleece but travels incognito as a dignified sweater. The richly textured, cross-dyed fabric has a soft fleece interior and a heathered sweater-knit face. Toasty Capilene 3 fabric trims the wind flap, cuffs, hem and pockets. With a stand-up collar, zippered handwarmer pockets, interior drop-in pockets and a zippered left-sleeve pocket. Recyclable through the Common Threads Recycling Program. Details: Very soft fleece fabric has sweater-knit face, fleeced interior and heathered overdye yarns with a knit-like texture Wind-flapped front zipper has a zipper garage Capilene 3 fabric trims windflap, pockets, cuffs and hem Zippered handwarmer pockets; zippered sleeve security pocket; interior drop-in pockets Fabric: 9.5-oz 100% polyester with sweater-knit exterior and fleece interior. Recyclable through the Common Threads Recycling Program Weight: 470 g  Made in Thailand."
"Birdwalk t-shirt", "Temporarily grounded, artist Chris Del Moro s Scandinavian-inspired birds elegantly stretch their legs across the Birdwalk T-Shirt. Made from 100% organic cotton, the shirt s Anika fit features a longer torso that s form-fitting, shorter sleeves and wide, deep neckline. Taped shoulder seams and ringspun fabric yarns are soft next-to-skin. The lightweight tee is recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Borderless capris", "Unfazed by gloppy spindrift, Borderless Capris relish trails that more resemble creeks. The versatile Borderless Capris are made from a moisture-wicking blend of stretchy nylon  spandex fabric with built-in 40-UPF sun protection. Articulated knee patches, front and back, provide unrestricted movement. A master stasher, the capris have two front pockets, two back pockets and a zippered security pocket on the right thigh. Zip fly and double-snap closure at the waist. Drawcords at leg cuffs prevent slippage; inseam (size 8) is 23 . Recyclable through the Common Threads Recycling Program. Details: Stretchy recycled nylon fabric combines wicking performance, mobility and good looks; zip fly with double-snap closure Waistband with belt loops 2 front patch pockets; 2 welted back pockets; zippered security patch pocket on right leg Articulated knee patches Drawcords at leg cuffs Regular rise Inseam (size 8) is 23 Fabric: 4-oz 95% nylon (60% recycled)  5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program Weight:  Made in Vietnam."
"Bouquet t-shirt", "A garland of peacocks, deer and mandalas grace the feminine Bouquet T-Shirt, calling forth the child-like wonder of artist Mati McDonough s work. The tee s Anika fit features a longer torso that s form-fitting, shorter sleeves and wide, deep neckline. Printed with PVC- and phthalate-free inks on 100% organic cotton, the lightweight shirt has taped shoulder seams for added softness. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
